city,system,section_heading,sentence,raw_number,parsed_value,is_percentage,label,justification
milan,b1,Types of Food Sharing Initiatives,"Food banks constitute the second-largest group (26, 17.7%), followed by community gardens (17, 11.6%) and food-sharing programs (14, 9.5%).",17,17.0,False,AUDITABLE_DIRECT,exact match to evidence value 17
milan,b1,Types of Food Sharing Initiatives,"Food banks constitute the second-largest group (26, 17.7%), followed by community gardens (17, 11.6%) and food-sharing programs (14, 9.5%).",11.6%,11.6,True,AUDITABLE_DIRECT,exact match to evidence value 11.6
milan,b1,Types of Food Sharing Initiatives,"Food banks constitute the second-largest group (26, 17.7%), followed by community gardens (17, 11.6%) and food-sharing programs (14, 9.5%).",14,14.0,False,AUDITABLE_DIRECT,exact match to evidence value 14
milan,b1,Types of Food Sharing Initiatives,"Food banks constitute the second-largest group (26, 17.7%), followed by community gardens (17, 11.6%) and food-sharing programs (14, 9.5%).",9.5%,9.5,True,AUDITABLE_DIRECT,exact match to evidence value 9.5
milan,b1,Types of Food Sharing Initiatives,"Notably, 71 FSIs (48.3%) emphasize sustainability, while 24 (16.3%) integrate educational components, highlighting a growing alignment between food sharing and environmental or learning objectives.",71,71.0,False,AUDITABLE_DIRECT,exact match to evidence value 71
milan,b1,Types of Food Sharing Initiatives,"Notably, 71 FSIs (48.3%) emphasize sustainability, while 24 (16.3%) integrate educational components, highlighting a growing alignment between food sharing and environmental or learning objectives.",48.3%,48.3,True,AUDITABLE_DERIVED,71/147(total)*100=48.30 (within 0.55pp of 48.3)
milan,b1,Types of Food Sharing Initiatives,"Notably, 71 FSIs (48.3%) emphasize sustainability, while 24 (16.3%) integrate educational components, highlighting a growing alignment between food sharing and environmental or learning objectives.",24,24.0,False,AUDITABLE_DIRECT,exact match to evidence value 24
milan,b1,Types of Food Sharing Initiatives,"Notably, 71 FSIs (48.3%) emphasize sustainability, while 24 (16.3%) integrate educational components, highlighting a growing alignment between food sharing and environmental or learning objectives.",16.3%,16.3,True,AUDITABLE_DERIVED,24/147(total)*100=16.33 (within 0.55pp of 16.3)
milan,b1,Types of Food Sharing Initiatives,"Over three-quarters of FSIs (92, 62.6%) organize events or workshops, underscoring their role as community hubs for engagement and knowledge exchange.",92,92.0,False,AUDITABLE_DIRECT,exact match to evidence value 92
milan,b1,Types of Food Sharing Initiatives,"Over three-quarters of FSIs (92, 62.6%) organize events or workshops, underscoring their role as community hubs for engagement and knowledge exchange.",62.6%,62.6,True,AUDITABLE_DERIVED,92/147(total)*100=62.59 (within 0.55pp of 62.6)
milan,b1,Types of Food Sharing Initiatives,"The distribution of FSIs by type reveals contrasts in focus and scale: while ""other"" initiatives dominate, niche categories like food gifting (2, 1.4%) and food swapping (1, 0.7%) remain rare, suggesting limited formalization of these practices.",2,2.0,False,AUDITABLE_DIRECT,exact match to evidence value 2
milan,b1,Types of Food Sharing Initiatives,"The distribution of FSIs by type reveals contrasts in focus and scale: while ""other"" initiatives dominate, niche categories like food gifting (2, 1.4%) and food swapping (1, 0.7%) remain rare, suggesting limited formalization of these practices.",1.4%,1.4,True,AUDITABLE_DIRECT,exact match to evidence value 1.4
milan,b1,Types of Food Sharing Initiatives,"The distribution of FSIs by type reveals contrasts in focus and scale: while ""other"" initiatives dominate, niche categories like food gifting (2, 1.4%) and food swapping (1, 0.7%) remain rare, suggesting limited formalization of these practices.",1,1.0,False,AUDITABLE_DIRECT,exact match to evidence value 1
milan,b1,Types of Food Sharing Initiatives,"The distribution of FSIs by type reveals contrasts in focus and scale: while ""other"" initiatives dominate, niche categories like food gifting (2, 1.4%) and food swapping (1, 0.7%) remain rare, suggesting limited formalization of these practices.",0.7%,0.7,True,AUDITABLE_DIRECT,exact match to evidence value 0.7
milan,b1,Types of Food Sharing Initiatives,"The high participation in events (62.6%) contrasts with the relatively low presence of educational programs, potentially signaling gaps in integrating learning outcomes into food-sharing practices.",62.6%,62.6,True,AUDITABLE_DERIVED,92/147(total)*100=62.59 (within 0.55pp of 62.6)
milan,b1,Operational and Funding Models,"Milan hosts 147 Food Sharing Initiatives (FSIs), with the majority (141) being non-commercial, encompassing voluntary or charitable efforts.",147,147.0,False,AUDITABLE_DIRECT,exact match to evidence value 147
milan,b1,Operational and Funding Models,"Milan hosts 147 Food Sharing Initiatives (FSIs), with the majority (141) being non-commercial, encompassing voluntary or charitable efforts.",141,141.0,False,AUDITABLE_DERIVED,sum(70+71)=141
milan,b1,Operational and Funding Models,"Of these, 63 are NGO-led, accounting for 43% of all FSIs, while 21 are community-led grassroots projects, reflecting a strong emphasis on local participation.",63,63.0,False,AUDITABLE_DIRECT,exact match to evidence value 63
milan,b1,Operational and Funding Models,"Of these, 63 are NGO-led, accounting for 43% of all FSIs, while 21 are community-led grassroots projects, reflecting a strong emphasis on local participation.",43%,43.0,True,AUDITABLE_DIRECT,exact match to evidence value 43
milan,b1,Operational and Funding Models,"Of these, 63 are NGO-led, accounting for 43% of all FSIs, while 21 are community-led grassroots projects, reflecting a strong emphasis on local participation.",21,21.0,False,AUDITABLE_DIRECT,exact match to evidence value 21
milan,b1,Operational and Funding Models,"Government and council support remain limited, with only 14 government-funded and 3 council-supported initiatives, highlighting a reliance on non-state actors.",14,14.0,False,AUDITABLE_DIRECT,exact match to evidence value 14
milan,b1,Operational and Funding Models,"Government and council support remain limited, with only 14 government-funded and 3 council-supported initiatives, highlighting a reliance on non-state actors.",3,3.0,False,AUDITABLE_DIRECT,exact match to evidence value 3
milan,b1,Operational and Funding Models,"NGO-led initiatives outnumber community-led ones by nearly threefold, yet community groups manage 3 informally run projects, suggesting varying levels of formalization.",3,3.0,False,AUDITABLE_DIRECT,exact match to evidence value 3
milan,b1,Operational and Funding Models,"The cooperative model is utilized by 31 FSIs, a significant share that may reflect collaborative governance structures.",31,31.0,False,AUDITABLE_DIRECT,exact match to evidence value 31
milan,b1,Operational and Funding Models,"Notably, 48 FSIs are formally registered as NGOs or charities, while 6 are affiliated with broader food networks, potentially enhancing their resource access or visibility.",48,48.0,False,AUDITABLE_DIRECT,exact match to evidence value 48
milan,b1,Operational and Funding Models,"Notably, 48 FSIs are formally registered as NGOs or charities, while 6 are affiliated with broader food networks, potentially enhancing their resource access or visibility.",6,6.0,False,AUDITABLE_DIRECT,exact match to evidence value 6
milan,b1,Reach and Activity,"Milan hosts 147 Food Sharing Initiatives (FSIs), with 104 classified as high activity and 43 as low activity, indicating a significant disparity in operational intensity.",147,147.0,False,AUDITABLE_DIRECT,exact match to evidence value 147
milan,b1,Reach and Activity,"Milan hosts 147 Food Sharing Initiatives (FSIs), with 104 classified as high activity and 43 as low activity, indicating a significant disparity in operational intensity.",104,104.0,False,AUDITABLE_DIRECT,exact match to evidence value 104
milan,b1,Reach and Activity,"Milan hosts 147 Food Sharing Initiatives (FSIs), with 104 classified as high activity and 43 as low activity, indicating a significant disparity in operational intensity.",43,43.0,False,AUDITABLE_DIRECT,exact match to evidence value 43
milan,b1,Reach and Activity,"The total quantified volume of food redistributed across these initiatives amounts to 31,308 units, reflecting a substantial contribution to reducing food waste in the city.","31,308",31308.0,False,AUDITABLE_DIRECT,exact match to evidence value 31308
milan,b1,Reach and Activity,"Notably, 42 FSIs collaborate with farms, restaurants, or stores, suggesting a structured network for sourcing surplus food.",42,42.0,False,AUDITABLE_DIRECT,exact match to evidence value 42
milan,b1,Reach and Activity,"Target audiences are unevenly distributed, with elderly individuals comprising the largest group (32 mentions) followed by students (14 mentions), while children and general audiences are far less frequently cited (2 and 8 mentions, respectively).",32,32.0,False,AUDITABLE_DIRECT,exact match to evidence value 32
milan,b1,Reach and Activity,"Target audiences are unevenly distributed, with elderly individuals comprising the largest group (32 mentions) followed by students (14 mentions), while children and general audiences are far less frequently cited (2 and 8 mentions, respectively).",14,14.0,False,AUDITABLE_DIRECT,exact match to evidence value 14
milan,b1,Reach and Activity,"Target audiences are unevenly distributed, with elderly individuals comprising the largest group (32 mentions) followed by students (14 mentions), while children and general audiences are far less frequently cited (2 and 8 mentions, respectively).",2,2.0,False,AUDITABLE_DIRECT,exact match to evidence value 2
milan,b1,Reach and Activity,"Target audiences are unevenly distributed, with elderly individuals comprising the largest group (32 mentions) followed by students (14 mentions), while children and general audiences are far less frequently cited (2 and 8 mentions, respectively).",8,8.0,False,AUDITABLE_DIRECT,exact match to evidence value 8
milan,b1,Reach and Activity,"Meanwhile, the 42 collaborating FSIs may represent a strategic subset focused on systemic food waste reduction, though their specific impact remains unquantified in the data.",42,42.0,False,AUDITABLE_DIRECT,exact match to evidence value 42
milan,b1,Digital Presence and Accessibility,"All 147 Food Sharing Initiatives (FSIs) in Milan have a digital presence, as evidenced by website scraping data, indicating a strong reliance on online platforms for coordination and outreach.",147,147.0,False,AUDITABLE_DIRECT,exact match to evidence value 147
milan,b1,Digital Presence and Accessibility,"Of these, 70 FSIs explicitly mention online or digital coordination methods, suggesting a significant portion integrates technology into their operations.",70,70.0,False,AUDITABLE_DIRECT,exact match to evidence value 70
milan,b1,Digital Presence and Accessibility,"In contrast, only 19 FSIs operate from physical locations, highlighting a disparity between digital and in-person engagement.",19,19.0,False,AUDITABLE_DIRECT,exact match to evidence value 19
milan,b1,Digital Presence and Accessibility,"Furthermore, just 5 FSIs list operating hours or frequency, underscoring a widespread lack of transparency regarding logistical details that could aid user participation.",5,5.0,False,AUDITABLE_DIRECT,exact match to evidence value 5
milan,b1,Digital Presence and Accessibility,"While 70 FSIs leverage online coordination, the 19 physical-location FSIs may cater to more localized or community-based activities, though their absence of detailed operating schedules could hinder accessibility.",70,70.0,False,AUDITABLE_DIRECT,exact match to evidence value 70
milan,b1,Digital Presence and Accessibility,"While 70 FSIs leverage online coordination, the 19 physical-location FSIs may cater to more localized or community-based activities, though their absence of detailed operating schedules could hinder accessibility.",19,19.0,False,AUDITABLE_DIRECT,exact match to evidence value 19
milan,b1,Notable Initiatives,"Milan hosts 147 Food Sharing Initiatives (FSIs) in total, with the highest concentrations located in Municipio 1 (28 FSIs), Municipio 5 (22 FSIs), and Municipio 9 (15 FSIs), reflecting uneven geographic distribution.",147,147.0,False,AUDITABLE_DIRECT,exact match to evidence value 147
milan,b1,Notable Initiatives,"Milan hosts 147 Food Sharing Initiatives (FSIs) in total, with the highest concentrations located in Municipio 1 (28 FSIs), Municipio 5 (22 FSIs), and Municipio 9 (15 FSIs), reflecting uneven geographic distribution.",28,28.0,False,AUDITABLE_DIRECT,exact match to evidence value 28
milan,b1,Notable Initiatives,"Milan hosts 147 Food Sharing Initiatives (FSIs) in total, with the highest concentrations located in Municipio 1 (28 FSIs), Municipio 5 (22 FSIs), and Municipio 9 (15 FSIs), reflecting uneven geographic distribution.",22,22.0,False,AUDITABLE_DIRECT,exact match to evidence value 22
milan,b1,Notable Initiatives,"Milan hosts 147 Food Sharing Initiatives (FSIs) in total, with the highest concentrations located in Municipio 1 (28 FSIs), Municipio 5 (22 FSIs), and Municipio 9 (15 FSIs), reflecting uneven geographic distribution.",15,15.0,False,AUDITABLE_DIRECT,exact match to evidence value 15
milan,b1,Notable Initiatives,"Of these, 104 FSIs (70.7% of the total) are classified as high-popularity, indicating widespread engagement or visibility.",104,104.0,False,AUDITABLE_DIRECT,exact match to evidence value 104
milan,b1,Notable Initiatives,"Of these, 104 FSIs (70.7% of the total) are classified as high-popularity, indicating widespread engagement or visibility.",70.7%,70.7,True,AUDITABLE_DERIVED,104/147(total)*100=70.75 (within 0.55pp of 70.7)
milan,b1,Notable Initiatives,"Additionally, 24 FSIs (16.3% of the total) incorporate educational components, while 92 (62.6% of the total) regularly organise events, suggesting a focus on community interaction and outreach.",24,24.0,False,AUDITABLE_DIRECT,exact match to evidence value 24
milan,b1,Notable Initiatives,"Additionally, 24 FSIs (16.3% of the total) incorporate educational components, while 92 (62.6% of the total) regularly organise events, suggesting a focus on community interaction and outreach.",16.3%,16.3,True,AUDITABLE_DERIVED,24/147(total)*100=16.33 (within 0.55pp of 16.3)
milan,b1,Notable Initiatives,"Additionally, 24 FSIs (16.3% of the total) incorporate educational components, while 92 (62.6% of the total) regularly organise events, suggesting a focus on community interaction and outreach.",92,92.0,False,AUDITABLE_DIRECT,exact match to evidence value 92
milan,b1,Notable Initiatives,"Additionally, 24 FSIs (16.3% of the total) incorporate educational components, while 92 (62.6% of the total) regularly organise events, suggesting a focus on community interaction and outreach.",62.6%,62.6,True,AUDITABLE_DERIVED,92/147(total)*100=62.59 (within 0.55pp of 62.6)
milan,b1,Notable Initiatives,"Comparing sub-groups, FSIs with educational components are less numerous than those hosting events, yet their presence in 16.3% of initiatives suggests a niche but significant role in promoting awareness about food waste and sustainability.",16.3%,16.3,True,AUDITABLE_DERIVED,24/147(total)*100=16.33 (within 0.55pp of 16.3)
milan,b1,Notable Initiatives,"In contrast, the 92 event-organising FSIs likely contribute more directly to local social networks and public engagement.",92,92.0,False,AUDITABLE_DIRECT,exact match to evidence value 92
milan,b1,Notable Initiatives,"Municipio 1, home to 28 FSIs, outpaces the combined total of Municipio 5 and 9 (37 FSIs) by 11 initiatives, indicating a disproportionately high level of activity in this district.",28,28.0,False,AUDITABLE_DIRECT,exact match to evidence value 28
milan,b1,Notable Initiatives,"Municipio 1, home to 28 FSIs, outpaces the combined total of Municipio 5 and 9 (37 FSIs) by 11 initiatives, indicating a disproportionately high level of activity in this district.",37,37.0,False,AUDITABLE_DERIVED,sum(9+28)=37
milan,b1,Notable Initiatives,"Municipio 1, home to 28 FSIs, outpaces the combined total of Municipio 5 and 9 (37 FSIs) by 11 initiatives, indicating a disproportionately high level of activity in this district.",11,11.0,False,AUDITABLE_DIRECT,exact match to evidence value 11
barcelona,baseline_v2,Geographic Distribution,The screening retained 47 Food Sharing Initiatives distributed across all ten Barcelona districts represented by the page-stated locations and the supplied coordinate records.,47,47.0,False,AUDITABLE_DIRECT,exact match to evidence value 47
barcelona,baseline_v2,Geographic Distribution,"Eixample has 9 retained records, the largest district group, while Sants-Montjuïc and Ciutat Vella each have 7.",9,9.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Geographic Distribution,"Eixample has 9 retained records, the largest district group, while Sants-Montjuïc and Ciutat Vella each have 7.",7,7.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Geographic Distribution,"Sant Martí contains 6 retained initiatives and Gràcia 5, followed by Sarrià-Sant Gervasi with 4, Nou Barris with 3, and Sant Andreu, Horta-Guinardó and Les Corts with 2 each.",6,6.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Geographic Distribution,"Sant Martí contains 6 retained initiatives and Gràcia 5, followed by Sarrià-Sant Gervasi with 4, Nou Barris with 3, and Sant Andreu, Horta-Guinardó and Les Corts with 2 each.",5,5.0,False,AUDITABLE_DIRECT,exact match to evidence value 5
barcelona,baseline_v2,Geographic Distribution,"Sant Martí contains 6 retained initiatives and Gràcia 5, followed by Sarrià-Sant Gervasi with 4, Nou Barris with 3, and Sant Andreu, Horta-Guinardó and Les Corts with 2 each.",4,4.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Geographic Distribution,"Sant Martí contains 6 retained initiatives and Gràcia 5, followed by Sarrià-Sant Gervasi with 4, Nou Barris with 3, and Sant Andreu, Horta-Guinardó and Les Corts with 2 each.",3,3.0,False,AUDITABLE_DIRECT,exact match to evidence value 3
barcelona,baseline_v2,Geographic Distribution,"Sant Martí contains 6 retained initiatives and Gràcia 5, followed by Sarrià-Sant Gervasi with 4, Nou Barris with 3, and Sant Andreu, Horta-Guinardó and Les Corts with 2 each.",2,2.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Geographic Distribution,"North of the centre, Can Valent and Userda 9 are located in Nou Barris, while Hort Comunitari Pla i Armengol and Hort del Mercat represent Horta-Guinardó.",9,9.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Geographic Distribution,"The coordinate map plots 45 of the 47 retained records because the submitted rows for Esperança Barcelona and the Ateneu L'Harmonia Nevera Solidària contain no latitude-longitude pair, although their visited pages provide Barcelona locations.",45,45.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Geographic Distribution,"The coordinate map plots 45 of the 47 retained records because the submitted rows for Esperança Barcelona and the Ateneu L'Harmonia Nevera Solidària contain no latitude-longitude pair, although their visited pages provide Barcelona locations.",47,47.0,False,AUDITABLE_DIRECT,exact match to evidence value 47
barcelona,baseline_v2,Types of Food Sharing Initiatives,"Food co-operatives are the largest primary type, accounting for 19 of 47 retained initiatives (40.4%).",19,19.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Types of Food Sharing Initiatives,"Food co-operatives are the largest primary type, accounting for 19 of 47 retained initiatives (40.4%).",47,47.0,False,AUDITABLE_DIRECT,exact match to evidence value 47
barcelona,baseline_v2,Types of Food Sharing Initiatives,"Food co-operatives are the largest primary type, accounting for 19 of 47 retained initiatives (40.4%).",40.4%,40.4,True,NOT_MACHINE_AUDITABLE,no exact or derived (percentage-of-total) match in evidence base
barcelona,baseline_v2,Types of Food Sharing Initiatives,Community gardens and seed-sharing projects account for 11 retained initiatives (23.4%).,11,11.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Types of Food Sharing Initiatives,Community gardens and seed-sharing projects account for 11 retained initiatives (23.4%).,23.4%,23.4,True,NOT_MACHINE_AUDITABLE,no exact or derived (percentage-of-total) match in evidence base
barcelona,baseline_v2,Types of Food Sharing Initiatives,"Food aid, surplus redistribution and community-fridge initiatives account for 10 records (21.3%), while social meals and community kitchens account for 5 (10.6%).",10,10.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Types of Food Sharing Initiatives,"Food aid, surplus redistribution and community-fridge initiatives account for 10 records (21.3%), while social meals and community kitchens account for 5 (10.6%).",21.3%,21.3,True,NOT_MACHINE_AUDITABLE,no exact or derived (percentage-of-total) match in evidence base
barcelona,baseline_v2,Types of Food Sharing Initiatives,"Food aid, surplus redistribution and community-fridge initiatives account for 10 records (21.3%), while social meals and community kitchens account for 5 (10.6%).",5,5.0,False,AUDITABLE_DIRECT,exact match to evidence value 5
barcelona,baseline_v2,Types of Food Sharing Initiatives,"Food aid, surplus redistribution and community-fridge initiatives account for 10 records (21.3%), while social meals and community kitchens account for 5 (10.6%).",10.6%,10.6,True,AUDITABLE_DERIVED,5/47(total)*100=10.64 (within 0.55pp of 10.6)
barcelona,baseline_v2,Types of Food Sharing Initiatives,"The remaining 2 initiatives (4.3%) are cooperative or social food-retail models, represented by Foodcoop BCN and L'Economat Social .",2,2.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Types of Food Sharing Initiatives,"The remaining 2 initiatives (4.3%) are cooperative or social food-retail models, represented by Foodcoop BCN and L'Economat Social .",4.3%,4.3,True,NOT_MACHINE_AUDITABLE,no exact or derived (percentage-of-total) match in evidence base
barcelona,baseline_v2,Types of Food Sharing Initiatives,"The co-operative group includes neighbourhood organisations such as Les Trementinaires del Coll-Vallcarca , which distributes orders from ecological and proximity producers, and Userda 9 , whose members jointly order directly from selected producers.",9,9.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Types of Food Sharing Initiatives,"Community-growing projects range from the 1,215-square-metre Hort Comunitari Pla i Armengol to the educational Hort Comunitari de La Barceloneta , whose page describes regular workshops, monthly assemblies and Saturday work sessions.","1,215",1215.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Operational and Funding Models,"Using one primary operating model per retained record, 32 of 47 initiatives are community-led, 8 are NGO-led, 5 are council-supported and 2 are classified as commercial or market-operating models.",32,32.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Operational and Funding Models,"Using one primary operating model per retained record, 32 of 47 initiatives are community-led, 8 are NGO-led, 5 are council-supported and 2 are classified as commercial or market-operating models.",47,47.0,False,AUDITABLE_DIRECT,exact match to evidence value 47
barcelona,baseline_v2,Operational and Funding Models,"Using one primary operating model per retained record, 32 of 47 initiatives are community-led, 8 are NGO-led, 5 are council-supported and 2 are classified as commercial or market-operating models.",8,8.0,False,AUDITABLE_DERIVED,sum(5+3)=8
barcelona,baseline_v2,Operational and Funding Models,"Using one primary operating model per retained record, 32 of 47 initiatives are community-led, 8 are NGO-led, 5 are council-supported and 2 are classified as commercial or market-operating models.",5,5.0,False,AUDITABLE_DIRECT,exact match to evidence value 5
barcelona,baseline_v2,Operational and Funding Models,"Using one primary operating model per retained record, 32 of 47 initiatives are community-led, 8 are NGO-led, 5 are council-supported and 2 are classified as commercial or market-operating models.",2,2.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Operational and Funding Models,"Community leadership is especially prominent among food co-operatives, including 30 Panxes , Les Trementinaires del Coll-Vallcarca , La Cebolla Roja and Userda 9 , whose pages describe member participation, collective ordering or self-management.",30,30.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Operational and Funding Models,"Community leadership is especially prominent among food co-operatives, including 30 Panxes , Les Trementinaires del Coll-Vallcarca , La Cebolla Roja and Userda 9 , whose pages describe member participation, collective ordering or self-management.",9,9.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Operational and Funding Models,"Council support is clearest at Benet Corner , whose 420-square-metre site was ceded by Barcelona City Council, and at Hort Urbà Espai Colònia Castells , where the district funded the initial garden infrastructure while a local association manages the space.",420,420.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Reach and Activity,"Several retained pages publish concrete participation evidence: Les Trementinaires del Coll-Vallcarca reports 29 family units and 23 food producers, with order distribution every Wednesday from 18:00 to 21:00.",29,29.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Reach and Activity,"Several retained pages publish concrete participation evidence: Les Trementinaires del Coll-Vallcarca reports 29 family units and 23 food producers, with order distribution every Wednesday from 18:00 to 21:00.",23,23.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Reach and Activity,"Several retained pages publish concrete participation evidence: Les Trementinaires del Coll-Vallcarca reports 29 family units and 23 food producers, with order distribution every Wednesday from 18:00 to 21:00.",18,18.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Reach and Activity,"Several retained pages publish concrete participation evidence: Les Trementinaires del Coll-Vallcarca reports 29 family units and 23 food producers, with order distribution every Wednesday from 18:00 to 21:00.",00,0.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Reach and Activity,"Several retained pages publish concrete participation evidence: Les Trementinaires del Coll-Vallcarca reports 29 family units and 23 food producers, with order distribution every Wednesday from 18:00 to 21:00.",21,21.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Reach and Activity,"Several retained pages publish concrete participation evidence: Les Trementinaires del Coll-Vallcarca reports 29 family units and 23 food producers, with order distribution every Wednesday from 18:00 to 21:00.",00,0.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Reach and Activity,"Userda 9 reports about 25 member households, weekly orders to producers and Wednesday collection, while Pinyol Vermell describes a collective of 30 family units.",9,9.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Reach and Activity,"Userda 9 reports about 25 member households, weekly orders to producers and Wednesday collection, while Pinyol Vermell describes a collective of 30 family units.",25,25.0,False,AUDITABLE_DERIVED,sum(17+5+3) [group=discard_reason_bucket]=25
barcelona,baseline_v2,Reach and Activity,"Userda 9 reports about 25 member households, weekly orders to producers and Wednesday collection, while Pinyol Vermell describes a collective of 30 family units.",30,30.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Reach and Activity,"Demand for plots at Hort de la Font Trobada is directly visible in its waiting-list posts: a 15-person list filled in less than a week in July 2024, and the project reports typical annual rotation of five to ten people across seven years of experience.",15,15.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Reach and Activity,"Demand for plots at Hort de la Font Trobada is directly visible in its waiting-list posts: a 15-person list filled in less than a week in July 2024, and the project reports typical annual rotation of five to ten people across seven years of experience.",2024,2024.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Reach and Activity,"Foodcoop BCN lists more than 1,200 products and asks member-consumers to participate for roughly two to two-and-a-half hours per month, while also remaining open to non-members at public prices.","1,200",1200.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Reach and Activity,"Esperança Barcelona states that its volunteer outreach has operated since November 2013 and runs two routes each week, on Saturday and Sunday afternoons, distributing homemade soup and sandwiches to people experiencing homelessness.",2013,2013.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Reach and Activity,"Sant'Egidio - Comedor para los Pobres reports opening two days per week and records more than 1,500 people welcomed with a hot meal during its first five years, with about 300 new people per year during that period.","1,500",1500.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Reach and Activity,"Sant'Egidio - Comedor para los Pobres reports opening two days per week and records more than 1,500 people welcomed with a hot meal during its first five years, with about 300 new people per year during that period.",300,300.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Reach and Activity,"The current Nutrició Sense Fronteres - Comparteix el Menjar homepage reports 650,403 kilograms of recovered food and 1.3 million meals delivered since the Comparteix el Menjar programme began in 2012.","650,403",650403.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Reach and Activity,"The current Nutrició Sense Fronteres - Comparteix el Menjar homepage reports 650,403 kilograms of recovered food and 1.3 million meals delivered since the Comparteix el Menjar programme began in 2012.",1.3,1.3,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Reach and Activity,"The current Nutrició Sense Fronteres - Comparteix el Menjar homepage reports 650,403 kilograms of recovered food and 1.3 million meals delivered since the Comparteix el Menjar programme began in 2012.",2012,2012.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline_v2,Digital Presence and Accessibility,"The screening ledger covers all 261 submitted URLs and retains 47, while 94 are classified as inaccessible, 64 as not an FSI, 31 as directory or policy pages, 17 as outside the city, 5 as duplicates and 3 as ended activities.",261,261.0,False,AUDITABLE_DIRECT,exact match to evidence value 261
barcelona,baseline_v2,Digital Presence and Accessibility,"The screening ledger covers all 261 submitted URLs and retains 47, while 94 are classified as inaccessible, 64 as not an FSI, 31 as directory or policy pages, 17 as outside the city, 5 as duplicates and 3 as ended activities.",47,47.0,False,AUDITABLE_DIRECT,exact match to evidence value 47
barcelona,baseline_v2,Digital Presence and Accessibility,"The screening ledger covers all 261 submitted URLs and retains 47, while 94 are classified as inaccessible, 64 as not an FSI, 31 as directory or policy pages, 17 as outside the city, 5 as duplicates and 3 as ended activities.",94,94.0,False,AUDITABLE_DIRECT,exact match to evidence value 94
barcelona,baseline_v2,Digital Presence and Accessibility,"The screening ledger covers all 261 submitted URLs and retains 47, while 94 are classified as inaccessible, 64 as not an FSI, 31 as directory or policy pages, 17 as outside the city, 5 as duplicates and 3 as ended activities.",64,64.0,False,AUDITABLE_DIRECT,exact match to evidence value 64
